,client_id,mes,tpv,margem_tpv,data_de_desembolso
7597,1813808,2018-10-31,26870.82,477.94,2019-10-16
7602,1813808,2019-03-31,35489.91,502.09,2019-10-16
7620,182e3e0,2019-09-30,5231.31,74.06,2019-10-10
7619,182e3e0,2019-08-31,6344.04,91.08,2019-10-10
7618,182e3e0,2019-07-31,10911.54,175.23,2019-10-10
7617,182e3e0,2019-06-30,9777.93,150.11,2019-10-10
7616,182e3e0,2019-05-31,7576.83,116.33,2019-10-10
7615,182e3e0,2019-04-30,10419.12,149.88,2019-10-10
7614,182e3e0,2019-03-31,3702.72,56.69,2019-10-10
7612,182e3e0,2019-01-31,6511.95,101.64,2019-10-10
7611,182e3e0,2018-12-31,3332.1,47.78,2019-10-10
7610,182e3e0,2018-11-30,10593.99,168.75,2019-10-10
7609,182e3e0,2018-10-31,11202.99,180.19,2019-10-10
7613,182e3e0,2019-02-28,6933.03,110.27,2019-10-10
7627,183ab18,2019-05-31,35790.39,211.81,2019-09-05
7630,183ab18,2019-08-31,34229.63,165.46,2019-09-05
7629,183ab18,2019-07-31,25448.73,87.63,2019-09-05
7628,183ab18,2019-06-30,26547.78,96.03,2019-09-05
7626,183ab18,2019-04-30,29815.79,137.02,2019-09-05
7621,183ab18,2018-11-30,2110.18,9.88,2019-09-05
7624,183ab18,2019-02-28,21485.34,66.63,2019-09-05
7623,183ab18,2019-01-31,24227.1,76.87,2019-09-05
7622,183ab18,2018-12-31,31411.22,80.14,2019-09-05
7625,183ab18,2019-03-31,27597.1,78.67,2019-09-05
7642,183fdeb,2019-08-31,12765.51,228.01,2019-09-20
7641,183fdeb,2019-07-31,5257.41,75.59,2019-09-20
7640,183fdeb,2019-06-30,10174.22,162.78,2019-09-20
7639,183fdeb,2019-05-31,3998.96,67.88,2019-09-20
7638,183fdeb,2019-04-30,10639.13,157.54,2019-09-20
7637,183fdeb,2019-03-31,5150.4,79.03,2019-09-20
7635,183fdeb,2019-01-31,11255.18,166.89,2019-09-20
7634,183fdeb,2018-12-31,4785.0,81.09,2019-09-20
7633,183fdeb,2018-11-30,7174.88,102.02,2019-09-20
7632,183fdeb,2018-10-31,5141.7,83.05,2019-09-20
7631,183fdeb,2018-09-30,3814.08,53.92,2019-09-20
7636,183fdeb,2019-02-28,7204.47,113.83,2019-09-20
7650,18443fd,2019-04-30,34090.72,79.82,2019-09-18
7654,18443fd,2019-08-31,20716.47,47.95,2019-09-18
7653,18443fd,2019-07-31,13661.51,35.41,2019-09-18
7652,18443fd,2019-06-30,27689.1,64.81,2019-09-18
7651,18443fd,2019-05-31,38123.17,92.89,2019-09-18
7649,18443fd,2019-03-31,26170.9,69.06,2019-09-18
7643,18443fd,2018-09-30,25150.56,193.17,2019-09-18
7647,18443fd,2019-01-31,23396.33,237.04,2019-09-18
7646,18443fd,2018-12-31,60941.26,652.31,2019-09-18
7645,18443fd,2018-11-30,52713.78,585.09,2019-09-18
7644,18443fd,2018-10-31,34823.05,395.89,2019-09-18
7648,18443fd,2019-02-28,17753.14,95.16,2019-09-18
7662,1852771,2019-05-31,9124.47,117.74,2019-10-16
7666,1852771,2019-09-30,9478.65,110.03,2019-10-16
7664,1852771,2019-07-31,11694.98,148.62,2019-10-16
7663,1852771,2019-06-30,9642.21,112.1,2019-10-16
7661,1852771,2019-04-30,10003.26,133.26,2019-10-16
7665,1852771,2019-08-31,7629.81,87.83,2019-10-16
7659,1852771,2019-02-28,11956.32,163.93,2019-10-16
7658,1852771,2019-01-31,14110.26,192.41,2019-10-16
7657,1852771,2018-12-31,16133.19,214.52,2019-10-16
7656,1852771,2018-11-30,10784.52,144.7,2019-10-16
7655,1852771,2018-10-31,19955.97,290.76,2019-10-16
7660,1852771,2019-03-31,8316.85,105.85,2019-10-16
7678,185325d,2019-08-31,15328.48,208.11,2019-09-02
7677,185325d,2019-07-31,9532.56,125.91,2019-09-02
7676,185325d,2019-06-30,14830.32,192.46,2019-09-02
7675,185325d,2019-05-31,9612.79,119.55,2019-09-02
7674,185325d,2019-04-30,10510.87,142.31,2019-09-02
7673,185325d,2019-03-31,14547.04,186.15,2019-09-02
7672,185325d,2019-02-28,13172.13,175.51,2019-09-02
7671,185325d,2019-01-31,16091.41,191.95,2019-09-02
7670,185325d,2018-12-31,18596.39,254.66,2019-09-02
7669,185325d,2018-11-30,20928.89,290.42,2019-09-02
7668,185325d,2018-10-31,16142.15,215.85,2019-09-02
7667,185325d,2018-09-30,12602.04,145.67,2019-09-02
7689,186b24d,2019-08-31,64033.57,46.37,2019-10-07
7688,186b24d,2019-07-31,58409.35,67.04,2019-10-07
7687,186b24d,2019-06-30,40383.83,22.91,2019-10-07
7690,186b24d,2019-09-30,34589.95,46.68,2019-10-07
7686,186b24d,2019-05-31,30812.51,42.8,2019-10-07
7685,186b24d,2019-04-30,30869.76,28.87,2019-10-07
7682,186b24d,2019-01-31,54998.96,107.77,2019-10-07
7683,186b24d,2019-02-28,55736.03,47.06,2019-10-07
7681,186b24d,2018-12-31,63176.53,84.76,2019-10-07
7680,186b24d,2018-11-30,59396.24,80.95,2019-10-07
7679,186b24d,2018-10-31,42433.34,106.86,2019-10-07
7684,186b24d,2019-03-31,45847.09,99.32,2019-10-07
7700,1872a3e,2019-09-30,3240.75,48.08,2019-10-16
7699,1872a3e,2019-08-31,10172.44,142.96,2019-10-16
7698,1872a3e,2019-07-31,9094.61,140.66,2019-10-16
7697,1872a3e,2019-06-30,9376.03,130.48,2019-10-16
7696,1872a3e,2019-05-31,13022.82,201.66,2019-10-16
7694,1872a3e,2019-03-31,10968.79,151.1,2019-10-16
7693,1872a3e,2019-02-28,6604.52,90.52,2019-10-16
7692,1872a3e,2019-01-31,7555.1,104.58,2019-10-16
7691,1872a3e,2018-12-31,5889.55,83.43,2019-10-16
7695,1872a3e,2019-04-30,8893.56,118.91,2019-10-16
7706,187a7c7,2019-07-31,6867.18,115.37,2019-10-09
7708,187a7c7,2019-09-30,8370.3,118.76,2019-10-09
7705,187a7c7,2019-06-30,8354.65,117.92,2019-10-09
7707,187a7c7,2019-08-31,8223.61,114.88,2019-10-09
7703,187a7c7,2019-04-30,7324.25,101.29,2019-10-09
7702,187a7c7,2019-03-31,4062.84,55.08,2019-10-09
7704,187a7c7,2019-05-31,9026.15,123.76,2019-10-09
7701,187a7c7,2019-02-28,1762.12,23.02,2019-10-09
7717,1882bfc,2019-08-31,7301.13,147.1,2019-10-16
7716,1882bfc,2019-07-31,6254.15,103.92,2019-10-16
7715,1882bfc,2019-06-30,3957.11,64.93,2019-10-16
7714,1882bfc,2019-05-31,8926.36,157.43,2019-10-16
7718,1882bfc,2019-09-30,9722.63,192.91,2019-10-16
7712,1882bfc,2019-03-31,4387.32,77.07,2019-10-16
7711,1882bfc,2019-02-28,5899.04,107.17,2019-10-16
7710,1882bfc,2019-01-31,16513.25,320.7,2019-10-16
7709,1882bfc,2018-12-31,113.01,2.1,2019-10-16
7713,1882bfc,2019-04-30,3670.79,70.72,2019-10-16
7725,188a34e,2019-09-30,1117.51,15.78,2019-10-16
7724,188a34e,2019-08-31,1624.09,22.35,2019-10-16
7723,188a34e,2019-07-31,2016.65,27.12,2019-10-16
7722,188a34e,2019-06-30,2344.03,33.61,2019-10-16
7720,188a34e,2019-04-30,2442.09,34.84,2019-10-16
7719,188a34e,2019-03-31,601.01,8.47,2019-10-16
7721,188a34e,2019-05-31,2929.06,39.75,2019-10-16
7733,188a4d4,2019-04-30,18683.4,13.74,2019-09-26
7737,188a4d4,2019-08-31,18062.03,3.73,2019-09-26
7736,188a4d4,2019-07-31,15068.42,0.0,2019-09-26
7735,188a4d4,2019-06-30,13075.06,10.69,2019-09-26
7734,188a4d4,2019-05-31,17567.85,11.86,2019-09-26
7732,188a4d4,2019-03-31,17000.57,11.96,2019-09-26
7728,188a4d4,2018-11-30,988.15,1.5,2019-09-26
7730,188a4d4,2019-01-31,24755.45,119.41,2019-09-26
7729,188a4d4,2018-12-31,96.94,0.44,2019-09-26
7727,188a4d4,2018-10-31,33506.13,114.15,2019-09-26
7726,188a4d4,2018-09-30,0.01,0.0,2019-09-26
7731,188a4d4,2019-02-28,27676.93,88.24,2019-09-26
7746,188f303,2019-09-30,2139.76,31.93,2019-10-28
7745,188f303,2019-08-31,3013.77,47.84,2019-10-28
7744,188f303,2019-07-31,3332.99,47.01,2019-10-28
7743,188f303,2019-06-30,943.3,14.25,2019-10-28
7742,188f303,2019-05-31,744.72,10.14,2019-10-28
7740,188f303,2019-03-31,820.41,14.58,2019-10-28
7739,188f303,2019-02-28,3311.79,52.5,2019-10-28
7738,188f303,2019-01-31,75.34,0.52,2019-10-28
7741,188f303,2019-04-30,1485.74,24.85,2019-10-28
7754,1891a06,2019-06-30,5939.06,61.82,2019-10-25
7757,1891a06,2019-09-30,5519.09,75.92,2019-10-25
7756,1891a06,2019-08-31,5237.71,59.08,2019-10-25
7755,1891a06,2019-07-31,5000.46,56.43,2019-10-25
7753,1891a06,2019-05-31,5186.94,55.47,2019-10-25
7749,1891a06,2019-01-31,2772.19,29.55,2019-10-25
7751,1891a06,2019-03-31,6008.26,70.38,2019-10-25
7747,1891a06,2018-11-30,1426.04,21.84,2019-10-25
7748,1891a06,2018-12-31,4550.35,49.87,2019-10-25
7752,1891a06,2019-04-30,5206.45,60.37,2019-10-25
7750,1891a06,2019-02-28,4058.85,44.04,2019-10-25
7769,18abe94,2019-09-30,18408.33,182.65,2019-10-16
7768,18abe94,2019-08-31,30179.52,274.93,2019-10-16
7767,18abe94,2019-07-31,12628.14,108.77,2019-10-16
7766,18abe94,2019-06-30,11908.56,100.13,2019-10-16
7764,18abe94,2019-04-30,6986.19,81.21,2019-10-16
7765,18abe94,2019-05-31,21888.42,185.26,2019-10-16
7762,18abe94,2019-02-28,21602.01,158.75,2019-10-16
7761,18abe94,2019-01-31,13075.23,103.46,2019-10-16
7760,18abe94,2018-12-31,8700.09,83.99,2019-10-16
7759,18abe94,2018-11-30,19696.8,134.84,2019-10-16
7758,18abe94,2018-10-31,10673.16,130.48,2019-10-16
7763,18abe94,2019-03-31,7555.95,92.34,2019-10-16
7777,18b8b38,2019-09-30,36846.02,319.44,2019-10-07
7776,18b8b38,2019-08-31,29681.79,257.2,2019-10-07
7775,18b8b38,2019-07-31,32783.81,307.7,2019-10-07
7774,18b8b38,2019-06-30,33848.48,309.57,2019-10-07
7773,18b8b38,2019-05-31,35113.77,288.14,2019-10-07
7771,18b8b38,2019-03-31,28228.11,241.48,2019-10-07
7770,18b8b38,2019-02-28,15325.22,127.88,2019-10-07
7772,18b8b38,2019-04-30,29325.39,245.19,2019-10-07
7789,18c66fe,2019-09-30,19999.52,162.58,2019-10-16
7788,18c66fe,2019-08-31,16669.36,133.09,2019-10-16
7787,18c66fe,2019-07-31,12819.37,108.39,2019-10-16
7786,18c66fe,2019-06-30,15388.1,131.81,2019-10-16
7785,18c66fe,2019-05-31,13256.78,114.52,2019-10-16
7784,18c66fe,2019-04-30,5308.24,45.99,2019-10-16
7782,18c66fe,2019-02-28,6811.89,59.71,2019-10-16
7781,18c66fe,2019-01-31,11489.44,99.82,2019-10-16
7780,18c66fe,2018-12-31,37937.66,346.36,2019-10-16
7779,18c66fe,2018-11-30,35459.83,313.75,2019-10-16
7778,18c66fe,2018-10-31,32697.2,353.27,2019-10-16
7783,18c66fe,2019-03-31,1927.46,13.0,2019-10-16
7796,18ca27d,2019-06-30,4435.07,68.13,2019-10-16
7799,18ca27d,2019-09-30,9250.72,130.57,2019-10-16
7798,18ca27d,2019-08-31,9581.07,132.49,2019-10-16
7797,18ca27d,2019-07-31,7174.25,100.88,2019-10-16
7795,18ca27d,2019-05-31,4556.13,62.76,2019-10-16
7790,18ca27d,2018-12-31,2254.95,27.83,2019-10-16
7793,18ca27d,2019-03-31,1969.64,28.48,2019-10-16
7792,18ca27d,2019-02-28,4376.3,66.78,2019-10-16
7791,18ca27d,2019-01-31,671.61,10.55,2019-10-16
7794,18ca27d,2019-04-30,2738.66,42.56,2019-10-16
7811,18d0725,2019-08-31,132651.38,919.14,2019-09-20
7810,18d0725,2019-07-31,126407.1,887.62,2019-09-20
7809,18d0725,2019-06-30,121193.79,846.43,2019-09-20
7808,18d0725,2019-05-31,124612.15,846.93,2019-09-20
7807,18d0725,2019-04-30,124980.97,863.99,2019-09-20
7806,18d0725,2019-03-31,101157.15,694.97,2019-09-20
7804,18d0725,2019-01-31,103213.78,965.02,2019-09-20
7803,18d0725,2018-12-31,90372.65,808.77,2019-09-20
7802,18d0725,2018-11-30,90359.71,827.89,2019-09-20
7801,18d0725,2018-10-31,88561.63,863.62,2019-09-20
7800,18d0725,2018-09-30,84323.91,732.37,2019-09-20
7805,18d0725,2019-02-28,101169.8,772.85,2019-09-20
7820,18eb806,2019-06-30,10670.98,140.98,2019-10-08
7823,18eb806,2019-09-30,8121.45,112.76,2019-10-08
7822,18eb806,2019-08-31,6765.99,90.36,2019-10-08
7821,18eb806,2019-07-31,6207.45,78.62,2019-10-08
7819,18eb806,2019-05-31,7094.85,100.08,2019-10-08
7818,18eb806,2019-04-30,10528.74,154.73,2019-10-08
7816,18eb806,2019-02-28,10044.15,182.62,2019-10-08
7815,18eb806,2019-01-31,6379.28,123.69,2019-10-08
7814,18eb806,2018-12-31,11334.8,209.81,2019-10-08
7813,18eb806,2018-11-30,11093.89,210.69,2019-10-08
7812,18eb806,2018-10-31,4656.24,90.72,2019-10-08
7817,18eb806,2019-03-31,10035.88,194.54,2019-10-08
7829,18ee0e4,2019-03-31,49284.35,1120.18,2019-10-08
7834,18ee0e4,2019-08-31,34647.82,771.78,2019-10-08
7833,18ee0e4,2019-07-31,31093.23,655.7,2019-10-08
7832,18ee0e4,2019-06-30,29724.53,657.94,2019-10-08
7831,18ee0e4,2019-05-31,33884.68,757.64,2019-10-08
7830,18ee0e4,2019-04-30,29791.24,672.94,2019-10-08
7827,18ee0e4,2019-01-31,38641.18,886.81,2019-10-08
7826,18ee0e4,2018-12-31,35626.88,773.73,2019-10-08
7825,18ee0e4,2018-11-30,41375.89,925.78,2019-10-08
7824,18ee0e4,2018-10-31,51322.0,1156.87,2019-10-08
7828,18ee0e4,2019-02-28,44113.77,979.51,2019-10-08
7843,18f7839,2019-05-31,18419.55,320.1,2019-09-25
7844,18f7839,2019-06-30,18428.49,299.21,2019-09-25
7842,18f7839,2019-04-30,16805.62,284.88,2019-09-25
7846,18f7839,2019-08-31,16724.43,282.98,2019-09-25
7845,18f7839,2019-07-31,18503.09,313.58,2019-09-25
7841,18f7839,2019-03-31,3331.74,53.54,2019-09-25
7835,18f7839,2018-09-30,18025.64,301.05,2019-09-25
7839,18f7839,2019-01-31,4342.88,77.88,2019-09-25
7838,18f7839,2018-12-31,699.74,12.48,2019-09-25
7837,18f7839,2018-11-30,89.0,1.65,2019-09-25
7836,18f7839,2018-10-31,18105.73,317.95,2019-09-25
7840,18f7839,2019-02-28,1585.04,26.44,2019-09-25
7857,1904fc6,2019-08-31,23394.39,155.99,2019-10-07
7856,1904fc6,2019-07-31,24307.64,204.74,2019-10-07
7855,1904fc6,2019-06-30,14496.81,117.02,2019-10-07
7854,1904fc6,2019-05-31,17000.67,130.45,2019-10-07
7853,1904fc6,2019-04-30,21133.78,193.1,2019-10-07
7858,1904fc6,2019-09-30,22271.74,174.03,2019-10-07
7851,1904fc6,2019-02-28,26413.2,177.5,2019-10-07
7850,1904fc6,2019-01-31,22654.97,183.39,2019-10-07
7849,1904fc6,2018-12-31,16999.8,158.18,2019-10-07
7848,1904fc6,2018-11-30,21969.5,200.21,2019-10-07
7847,1904fc6,2018-10-31,26450.79,213.39,2019-10-07
7852,1904fc6,2019-03-31,11904.21,105.97,2019-10-07
7870,1907de6,2019-08-31,6119.6,66.02,2019-09-25
7869,1907de6,2019-07-31,13531.98,141.13,2019-09-25
7868,1907de6,2019-06-30,6670.29,67.73,2019-09-25
7867,1907de6,2019-05-31,7994.43,84.71,2019-09-25
7866,1907de6,2019-04-30,8729.58,106.35,2019-09-25
7865,1907de6,2019-03-31,4854.6,66.86,2019-09-25
7864,1907de6,2019-02-28,5617.59,83.23,2019-09-25
7862,1907de6,2018-12-31,9084.98,157.54,2019-09-25
7861,1907de6,2018-11-30,9269.85,168.06,2019-09-25
7860,1907de6,2018-10-31,8844.42,154.31,2019-09-25
7859,1907de6,2018-09-30,10180.65,174.97,2019-09-25
7863,1907de6,2019-01-31,10540.05,155.17,2019-09-25
7878,190ef71,2019-05-31,60774.28,524.95,2019-10-10
7881,190ef71,2019-08-31,89978.71,799.28,2019-10-10
7882,190ef71,2019-09-30,91259.43,384.76,2019-10-10
7879,190ef71,2019-06-30,53879.97,456.71,2019-10-10
7877,190ef71,2019-04-30,64994.66,590.58,2019-10-10
7880,190ef71,2019-07-31,109900.84,961.1,2019-10-10
7875,190ef71,2019-02-28,64472.36,584.29,2019-10-10
7874,190ef71,2019-01-31,46560.66,425.72,2019-10-10
7873,190ef71,2018-12-31,54363.86,493.64,2019-10-10
7872,190ef71,2018-11-30,30942.42,311.59,2019-10-10
7871,190ef71,2018-10-31,36126.75,342.02,2019-10-10
7876,190ef71,2019-03-31,51032.02,461.02,2019-10-10
7894,1919eef,2019-09-30,71277.19,91.34,2019-10-07
7893,1919eef,2019-08-31,369603.4,741.13,2019-10-07
7892,1919eef,2019-07-31,273802.02,568.22,2019-10-07
7891,1919eef,2019-06-30,297005.92,613.03,2019-10-07
7890,1919eef,2019-05-31,290874.22,528.93,2019-10-07
7889,1919eef,2019-04-30,139880.74,78.72,2019-10-07
7888,1919eef,2019-03-31,171441.1,117.21,2019-10-07
7887,1919eef,2019-02-28,142501.68,191.31,2019-10-07
7886,1919eef,2019-01-31,131253.23,258.87,2019-10-07
7885,1919eef,2018-12-31,247519.12,430.37,2019-10-07
7884,1919eef,2018-11-30,141474.41,409.87,2019-10-07
7883,1919eef,2018-10-31,146233.07,336.29,2019-10-07
7906,192127c,2019-08-31,24547.51,353.6,2019-09-23
7905,192127c,2019-07-31,36261.97,490.42,2019-09-23
7904,192127c,2019-06-30,22080.16,243.47,2019-09-23
7903,192127c,2019-05-31,22140.63,301.37,2019-09-23
7902,192127c,2019-04-30,36291.62,439.67,2019-09-23
7901,192127c,2019-03-31,15805.82,200.39,2019-09-23
7900,192127c,2019-02-28,29072.36,466.68,2019-09-23
7899,192127c,2019-01-31,18701.52,277.8,2019-09-23
7898,192127c,2018-12-31,11894.64,148.86,2019-09-23
7897,192127c,2018-11-30,12475.36,144.48,2019-09-23
7896,192127c,2018-10-31,17056.09,209.07,2019-09-23
7895,192127c,2018-09-30,19784.63,215.22,2019-09-23
7918,1930b1e,2019-08-31,28804.32,368.99,2019-09-25
7917,1930b1e,2019-07-31,34663.87,456.27,2019-09-25
7916,1930b1e,2019-06-30,39478.82,563.25,2019-09-25
7915,1930b1e,2019-05-31,33633.03,404.34,2019-09-25
7914,1930b1e,2019-04-30,26523.54,379.07,2019-09-25
7913,1930b1e,2019-03-31,26128.07,381.82,2019-09-25
7911,1930b1e,2019-01-31,18708.38,255.18,2019-09-25
7910,1930b1e,2018-12-31,25702.6,381.27,2019-09-25
7909,1930b1e,2018-11-30,34566.94,464.97,2019-09-25
7908,1930b1e,2018-10-31,31303.21,437.26,2019-09-25
7907,1930b1e,2018-09-30,29846.72,371.79,2019-09-25
7912,1930b1e,2019-02-28,25962.77,337.57,2019-09-25
7926,1940282,2019-05-31,8802.14,148.67,2019-10-21
7930,1940282,2019-09-30,12590.9,240.21,2019-10-21
7929,1940282,2019-08-31,12148.56,234.98,2019-10-21
7928,1940282,2019-07-31,9102.07,171.55,2019-10-21
7927,1940282,2019-06-30,10000.52,188.3,2019-10-21
7925,1940282,2019-04-30,7567.78,130.7,2019-10-21
7922,1940282,2019-01-31,9807.08,164.08,2019-10-21
7923,1940282,2019-02-28,10192.14,181.19,2019-10-21
7919,1940282,2018-10-31,13370.03,240.3,2019-10-21
7920,1940282,2018-11-30,10803.4,194.67,2019-10-21
7924,1940282,2019-03-31,7426.28,125.92,2019-10-21
7921,1940282,2018-12-31,12879.78,223.77,2019-10-21
7938,19447dc,2019-06-30,9902.63,119.11,2019-09-18
7940,19447dc,2019-08-31,6816.85,42.2,2019-09-18
7939,19447dc,2019-07-31,5008.61,54.35,2019-09-18
7937,19447dc,2019-05-31,5799.1,69.22,2019-09-18
7936,19447dc,2019-04-30,8694.89,113.25,2019-09-18
7934,19447dc,2019-02-28,5723.9,75.54,2019-09-18
7933,19447dc,2019-01-31,4609.91,64.53,2019-09-18
7932,19447dc,2018-12-31,9146.81,122.68,2019-09-18
7931,19447dc,2018-11-30,5685.86,85.99,2019-09-18
7935,19447dc,2019-03-31,7796.94,102.41,2019-09-18
7947,194653b,2019-03-31,41363.45,651.99,2019-09-25
7951,194653b,2019-07-31,47519.39,624.69,2019-09-25
7950,194653b,2019-06-30,48599.06,650.68,2019-09-25
7949,194653b,2019-05-31,54881.56,832.2,2019-09-25
7948,194653b,2019-04-30,31539.24,511.97,2019-09-25
7952,194653b,2019-08-31,51281.7,698.06,2019-09-25
7946,194653b,2019-02-28,41971.41,721.97,2019-09-25
7944,194653b,2018-12-31,44957.25,728.3,2019-09-25
7943,194653b,2018-11-30,38759.81,651.34,2019-09-25
7942,194653b,2018-10-31,50261.47,842.22,2019-09-25
7941,194653b,2018-09-30,13931.34,238.88,2019-09-25
7945,194653b,2019-01-31,39314.33,615.98,2019-09-25
7964,195e43a,2019-09-30,5360.72,91.87,2019-10-30
7963,195e43a,2019-08-31,3877.98,65.99,2019-10-30
7962,195e43a,2019-07-31,4149.89,70.04,2019-10-30
7961,195e43a,2019-06-30,3959.8,68.18,2019-10-30
7960,195e43a,2019-05-31,4381.58,75.07,2019-10-30
7959,195e43a,2019-04-30,3922.6,75.35,2019-10-30
7957,195e43a,2019-02-28,8064.73,143.78,2019-10-30
7956,195e43a,2019-01-31,4627.79,80.66,2019-10-30
7955,195e43a,2018-12-31,3687.31,62.95,2019-10-30
7954,195e43a,2018-11-30,2887.01,59.16,2019-10-30
7953,195e43a,2018-10-31,2139.16,36.27,2019-10-30
7958,195e43a,2019-03-31,3299.87,59.75,2019-10-30
7970,1975671,2019-08-31,7131.73,123.49,2019-10-28
7971,1975671,2019-09-30,5700.56,117.56,2019-10-28
7969,1975671,2019-07-31,7768.5,129.43,2019-10-28
7965,1975671,2019-03-31,6393.15,126.9,2019-10-28
7967,1975671,2019-05-31,8060.15,163.25,2019-10-28
7968,1975671,2019-06-30,6289.88,113.75,2019-10-28
7966,1975671,2019-04-30,6492.16,116.0,2019-10-28
7979,198ce4a,2019-04-30,52230.8,214.0,2019-09-20
7983,198ce4a,2019-08-31,40893.6,262.0,2019-09-20
7982,198ce4a,2019-07-31,63633.68,630.37,2019-09-20
7981,198ce4a,2019-06-30,44649.31,195.83,2019-09-20
7980,198ce4a,2019-05-31,55863.14,263.34,2019-09-20
7978,198ce4a,2019-03-31,42685.59,200.28,2019-09-20
7976,198ce4a,2019-01-31,53132.12,257.57,2019-09-20
7975,198ce4a,2018-12-31,43828.78,198.89,2019-09-20
7974,198ce4a,2018-11-30,1438.0,6.48,2019-09-20
7973,198ce4a,2018-10-31,29635.42,285.22,2019-09-20
7972,198ce4a,2018-09-30,4027.3,24.46,2019-09-20
7977,198ce4a,2019-02-28,51562.98,217.62,2019-09-20
7990,1994d88,2019-04-30,15007.5,230.0,2019-09-20
7993,1994d88,2019-07-31,27284.94,478.39,2019-09-20
7992,1994d88,2019-06-30,26329.75,388.15,2019-09-20
7991,1994d88,2019-05-31,9618.72,151.62,2019-09-20
7994,1994d88,2019-08-31,27672.96,370.41,2019-09-20
7989,1994d88,2019-03-31,14975.32,215.83,2019-09-20
7987,1994d88,2019-01-31,9096.72,119.05,2019-09-20
7986,1994d88,2018-12-31,9465.6,129.46,2019-09-20
7985,1994d88,2018-11-30,9558.72,127.99,2019-09-20
7984,1994d88,2018-10-31,6973.05,99.04,2019-09-20
7988,1994d88,2019-02-28,18100.35,265.63,2019-09-20
8006,199be6c,2019-08-31,17263.24,120.5,2019-09-23
8005,199be6c,2019-07-31,73028.05,529.1,2019-09-23
8004,199be6c,2019-06-30,26015.78,193.48,2019-09-23
8003,199be6c,2019-05-31,58618.85,244.07,2019-09-23
8002,199be6c,2019-04-30,21661.68,71.68,2019-09-23
8001,199be6c,2019-03-31,32498.94,128.74,2019-09-23
7999,199be6c,2019-01-31,9953.12,76.81,2019-09-23
7998,199be6c,2018-12-31,24958.81,206.85,2019-09-23
7997,199be6c,2018-11-30,18043.28,132.72,2019-09-23
7996,199be6c,2018-10-31,8190.06,70.65,2019-09-23
7995,199be6c,2018-09-30,16072.62,145.53,2019-09-23
8000,199be6c,2019-02-28,25347.83,153.07,2019-09-23
8013,19a66ff,2019-09-30,5479.09,11.41,2019-10-17
8012,19a66ff,2019-08-31,6254.45,12.75,2019-10-17
8010,19a66ff,2019-06-30,8016.56,14.38,2019-10-17
8011,19a66ff,2019-07-31,9503.4,18.27,2019-10-17
8008,19a66ff,2019-04-30,7574.17,15.63,2019-10-17
8007,19a66ff,2019-03-31,1952.8,4.92,2019-10-17
8009,19a66ff,2019-05-31,8565.41,14.76,2019-10-17
8024,19ae126,2019-09-30,6080.76,79.05,2019-10-31
8023,19ae126,2019-08-31,8167.73,112.88,2019-10-31
8022,19ae126,2019-07-31,8947.78,124.07,2019-10-31
8021,19ae126,2019-06-30,7947.62,108.61,2019-10-31
8020,19ae126,2019-05-31,7330.71,103.69,2019-10-31
8019,19ae126,2019-04-30,7879.5,108.87,2019-10-31
8018,19ae126,2019-03-31,3085.8,43.82,2019-10-31
8017,19ae126,2019-01-31,8800.62,115.71,2019-10-31
8016,19ae126,2018-12-31,7357.68,104.22,2019-10-31
8015,19ae126,2018-11-30,6599.12,89.13,2019-10-31
8014,19ae126,2018-10-31,6843.94,96.54,2019-10-31
8033,19af01d,2019-09-30,27097.89,372.31,2019-10-08
8031,19af01d,2019-07-31,40448.12,543.22,2019-10-08
8030,19af01d,2019-06-30,25921.35,342.56,2019-10-08
8029,19af01d,2019-05-31,41522.63,532.65,2019-10-08
8032,19af01d,2019-08-31,45022.06,521.63,2019-10-08
8027,19af01d,2019-03-31,24562.12,259.96,2019-10-08
8026,19af01d,2019-02-28,28255.16,343.88,2019-10-08
8025,19af01d,2019-01-31,2989.32,33.04,2019-10-08
8028,19af01d,2019-04-30,40464.46,456.48,2019-10-08
8040,19bbd29,2019-08-31,32027.31,438.08,2019-10-07
8039,19bbd29,2019-07-31,37824.99,530.28,2019-10-07
8038,19bbd29,2019-06-30,28773.5,471.78,2019-10-07
8041,19bbd29,2019-09-30,33228.78,435.33,2019-10-07
8036,19bbd29,2019-04-30,24659.28,359.17,2019-10-07
8035,19bbd29,2019-03-31,21483.78,271.16,2019-10-07
8034,19bbd29,2019-02-28,8308.5,104.14,2019-10-07
8037,19bbd29,2019-05-31,49875.36,682.05,2019-10-07
8042,19bd235,2019-03-31,2546.93,34.39,2019-10-25
8043,19bd235,2019-04-30,3691.94,47.41,2019-10-25
8044,19bd235,2019-05-31,3260.76,44.29,2019-10-25
8045,19bd235,2019-06-30,4821.91,69.62,2019-10-25
8046,19bd235,2019-07-31,6503.16,94.14,2019-10-25
8047,19bd235,2019-08-31,5430.1,79.08,2019-10-25
8048,19bd235,2019-09-30,5637.16,87.04,2019-10-25
8056,19beca5,2019-06-30,2801.82,45.47,2019-10-09
8059,19beca5,2019-09-30,7043.87,123.4,2019-10-09
8058,19beca5,2019-08-31,1746.35,24.92,2019-10-09
8057,19beca5,2019-07-31,2414.51,31.44,2019-10-09
8055,19beca5,2019-05-31,4695.03,66.76,2019-10-09
8049,19beca5,2018-11-30,365.21,4.91,2019-10-09
