,client_id,mes,total_rav,margem_rav,duration_rav,tipo_rav,data_de_desembolso
12833,2ab51e4,2019-07-31,81941.26,1885.6,23.66,1,2019-09-16
12834,2ab51e4,2019-08-31,51898.32,1212.46,24.02,1,2019-09-16
12839,2ab7ee0,2019-07-31,5761.68,179.36,25.58,1,2019-10-22
12841,2ab7ee0,2019-09-30,3784.48,117.99,25.61,1,2019-10-22
12840,2ab7ee0,2019-08-31,4242.47,136.17,26.37,1,2019-10-22
12838,2ab7ee0,2019-06-30,3917.29,119.51,25.06,1,2019-10-22
12836,2ab7ee0,2019-04-30,4616.84,141.62,25.2,1,2019-10-22
12835,2ab7ee0,2019-03-31,210.3,6.7,26.16,1,2019-10-22
12837,2ab7ee0,2019-05-31,5650.83,173.58,25.24,1,2019-10-22
12842,2ac2393,2019-04-30,3504.74,86.11,24.5,1,2019-10-16
12843,2ac2393,2019-05-31,4139.02,109.57,24.88,1,2019-10-16
12844,2ac2393,2019-06-30,5033.37,129.49,24.47,1,2019-10-16
12845,2ac2393,2019-07-31,5869.52,161.35,24.98,1,2019-10-16
12846,2ac2393,2019-08-31,6229.83,183.23,25.4,1,2019-10-16
12847,2ac2393,2019-09-30,6781.07,191.32,25.33,1,2019-10-16
12859,2ac8651,2019-09-30,4925.33,135.25,28.23,1,2019-10-24
12858,2ac8651,2019-08-31,5155.17,143.76,28.67,1,2019-10-24
12856,2ac8651,2019-06-30,7617.06,234.16,31.6,1,2019-10-24
12855,2ac8651,2019-05-31,6253.37,210.58,34.62,1,2019-10-24
12854,2ac8651,2019-04-30,6230.93,169.07,27.89,1,2019-10-24
12857,2ac8651,2019-07-31,6721.07,201.53,30.82,1,2019-10-24
12852,2ac8651,2019-02-28,3216.28,93.96,30.03,1,2019-10-24
12851,2ac8651,2019-01-31,4825.78,146.49,31.21,1,2019-10-24
12850,2ac8651,2018-12-31,6862.78,243.68,36.5,1,2019-10-24
12849,2ac8651,2018-11-30,6762.22,204.6,31.1,1,2019-10-24
12848,2ac8651,2018-10-31,7398.34,240.92,33.48,1,2019-10-24
12853,2ac8651,2019-03-31,6881.64,241.42,36.06,1,2019-10-24
12871,2ad47e3,2019-09-30,4813.34,144.47,30.85,1,2019-10-21
12870,2ad47e3,2019-08-31,8350.55,255.31,31.43,1,2019-10-21
12869,2ad47e3,2019-07-31,5517.95,161.47,30.08,1,2019-10-21
12868,2ad47e3,2019-06-30,8091.85,271.17,34.45,1,2019-10-21
12867,2ad47e3,2019-05-31,10186.15,311.61,31.45,1,2019-10-21
12866,2ad47e3,2019-04-30,7622.51,232.62,31.37,1,2019-10-21
12865,2ad47e3,2019-03-31,7284.32,225.73,31.86,1,2019-10-21
12863,2ad47e3,2019-01-31,4516.18,145.88,33.21,1,2019-10-21
12862,2ad47e3,2018-12-31,22844.76,751.09,33.8,1,2019-10-21
12861,2ad47e3,2018-11-30,9700.57,298.68,31.65,1,2019-10-21
12860,2ad47e3,2018-10-31,751.95,24.04,32.86,1,2019-10-21
12864,2ad47e3,2019-02-28,8813.93,272.18,31.74,1,2019-10-21
12879,2ad4e9f,2019-05-31,1968.83,51.71,24.99,1,2019-10-09
12882,2ad4e9f,2019-08-31,718.79,19.15,25.34,1,2019-10-09
12881,2ad4e9f,2019-07-31,608.2,16.04,25.09,1,2019-10-09
12880,2ad4e9f,2019-06-30,240.67,6.36,25.14,1,2019-10-09
12878,2ad4e9f,2019-04-30,1246.58,32.15,24.54,1,2019-10-09
12883,2ad4e9f,2019-09-30,552.12,14.46,24.92,1,2019-10-09
12876,2ad4e9f,2019-02-28,201.64,7.17,33.81,1,2019-10-09
12875,2ad4e9f,2019-01-31,94.96,2.49,24.92,1,2019-10-09
12874,2ad4e9f,2018-12-31,688.05,17.9,24.75,1,2019-10-09
12873,2ad4e9f,2018-11-30,565.26,15.09,25.4,1,2019-10-09
12872,2ad4e9f,2018-10-31,360.85,9.75,25.72,1,2019-10-09
12877,2ad4e9f,2019-03-31,1092.6,28.96,25.22,1,2019-10-09
12892,2aec588,2019-08-31,4504.93,195.53,29.7,1,2019-09-02
12891,2aec588,2019-07-31,3894.91,183.28,32.2,1,2019-09-02
12890,2aec588,2019-06-30,3895.2,191.17,33.58,2,2019-09-02
12889,2aec588,2019-05-31,4047.39,170.4,28.8,1,2019-09-02
12885,2aec588,2018-12-31,6436.89,241.39,25.66,2,2019-09-02
12887,2aec588,2019-03-31,3958.87,178.85,30.91,2,2019-09-02
12884,2aec588,2018-11-30,1246.52,57.15,31.37,2,2019-09-02
12888,2aec588,2019-04-30,5722.75,295.11,35.28,2,2019-09-02
12886,2aec588,2019-02-28,3123.77,109.95,24.08,2,2019-09-02
12904,2af181b,2019-08-31,1858.87,79.58,38.24,1,2019-09-20
12903,2af181b,2019-07-31,1799.74,83.92,41.65,1,2019-09-20
12902,2af181b,2019-06-30,1191.21,46.15,34.61,1,2019-09-20
12900,2af181b,2019-04-30,1552.35,66.77,38.43,1,2019-09-20
12899,2af181b,2019-03-31,1745.66,75.67,37.93,1,2019-09-20
12901,2af181b,2019-05-31,2303.6,95.45,37.01,1,2019-09-20
12897,2af181b,2019-01-31,1663.46,99.79,35.16,1,2019-09-20
12896,2af181b,2018-12-31,1940.54,120.61,36.43,1,2019-09-20
12895,2af181b,2018-11-30,2676.13,196.35,43.01,1,2019-09-20
12894,2af181b,2018-10-31,1649.96,117.91,41.89,1,2019-09-20
12893,2af181b,2018-09-30,3256.26,233.04,41.95,1,2019-09-20
12898,2af181b,2019-02-28,1440.65,95.88,39.01,1,2019-09-20
12912,2afbec2,2019-05-31,8403.52,270.37,15.71,1,2019-10-21
12916,2afbec2,2019-09-30,9150.06,328.48,27.3,1,2019-10-21
12915,2afbec2,2019-08-31,7039.75,232.16,25.08,1,2019-10-21
12914,2afbec2,2019-07-31,11481.46,394.67,22.58,1,2019-10-21
12913,2afbec2,2019-06-30,12225.19,637.3,25.45,1,2019-10-21
12911,2afbec2,2019-04-30,9217.14,522.45,26.3,1,2019-10-21
12909,2afbec2,2019-02-28,10377.34,773.26,36.38,1,2019-10-21
12908,2afbec2,2019-01-31,6975.79,287.86,20.15,1,2019-10-21
12907,2afbec2,2018-12-31,10262.08,387.74,18.45,1,2019-10-21
12906,2afbec2,2018-11-30,15623.48,721.19,21.47,1,2019-10-21
12905,2afbec2,2018-10-31,10882.77,442.67,18.01,2,2019-10-21
12910,2afbec2,2019-03-31,9474.44,389.66,19.48,1,2019-10-21
12917,2b0955f,2019-04-30,13208.46,980.74,53.3,1,2019-10-16
12918,2b0955f,2019-05-31,9401.11,482.27,36.82,1,2019-10-16
12919,2b0955f,2019-06-30,2060.49,117.31,40.86,1,2019-10-16
12920,2b0955f,2019-07-31,8273.45,499.53,43.34,1,2019-10-16
12921,2b0955f,2019-08-31,14360.25,1005.03,50.24,1,2019-10-16
12922,2b0955f,2019-09-30,8053.63,534.84,47.67,1,2019-10-16
12930,2b1e047,2019-04-30,9522.57,585.94,39.34,2,2019-09-20
12934,2b1e047,2019-08-31,10977.94,720.55,41.96,2,2019-09-20
12933,2b1e047,2019-07-31,17827.29,1097.25,39.35,2,2019-09-20
12931,2b1e047,2019-05-31,8075.29,433.55,36.63,1,2019-09-20
12929,2b1e047,2019-03-31,4925.2,280.4,36.4,2,2019-09-20
12932,2b1e047,2019-06-30,11450.58,704.9,39.35,2,2019-09-20
12927,2b1e047,2019-01-31,3180.09,170.91,34.36,2,2019-09-20
12926,2b1e047,2018-12-31,6484.4,349.53,34.46,2,2019-09-20
12925,2b1e047,2018-11-30,6961.5,426.72,39.19,2,2019-09-20
12924,2b1e047,2018-10-31,7338.08,431.82,37.62,2,2019-09-20
12923,2b1e047,2018-09-30,8177.36,491.41,38.42,2,2019-09-20
12928,2b1e047,2019-02-28,2994.96,150.47,32.12,2,2019-09-20
12942,2b279eb,2019-08-31,3378.41,157.18,24.22,2,2019-09-11
12941,2b279eb,2019-07-31,4243.81,202.54,24.84,2,2019-09-11
12940,2b279eb,2019-06-30,3337.56,157.87,24.62,2,2019-09-11
12939,2b279eb,2019-05-31,3587.61,167.1,24.24,2,2019-09-11
12938,2b279eb,2019-04-30,5567.87,222.38,20.79,2,2019-09-11
12936,2b279eb,2019-02-28,3894.34,176.11,23.54,2,2019-09-11
12935,2b279eb,2019-01-31,4934.69,123.67,13.04,2,2019-09-11
12937,2b279eb,2019-03-31,5827.9,254.34,22.72,2,2019-09-11
12954,2b30453,2019-08-31,19268.57,1107.99,59.11,1,2019-09-30
12953,2b30453,2019-07-31,24264.27,1500.27,63.56,1,2019-09-30
12952,2b30453,2019-06-30,19352.3,1286.61,68.34,1,2019-09-30
12951,2b30453,2019-05-31,10877.5,536.53,50.7,1,2019-09-30
12949,2b30453,2019-03-31,101.18,3.64,36.98,1,2019-09-30
12950,2b30453,2019-04-30,5362.45,264.45,50.7,1,2019-09-30
12947,2b30453,2019-01-31,9223.46,965.2,51.09,1,2019-09-30
12946,2b30453,2018-12-31,24179.27,2499.93,50.48,1,2019-09-30
12945,2b30453,2018-11-30,9496.06,993.42,51.08,1,2019-09-30
12944,2b30453,2018-10-31,15410.19,1553.05,49.2,1,2019-09-30
12943,2b30453,2018-09-30,14681.73,1510.35,50.23,1,2019-09-30
12948,2b30453,2019-02-28,8046.43,1016.1,61.65,1,2019-09-30
12966,2b346e9,2019-09-30,12676.39,1055.51,85.6,2,2019-10-23
12965,2b346e9,2019-08-31,15487.72,957.17,63.53,2,2019-10-23
12964,2b346e9,2019-07-31,4361.1,229.94,54.2,2,2019-10-23
12963,2b346e9,2019-06-30,1335.69,27.76,21.36,2,2019-10-23
12962,2b346e9,2019-05-31,1453.62,191.68,135.56,2,2019-10-23
12961,2b346e9,2019-04-30,9057.22,1262.74,143.32,2,2019-10-23
12960,2b346e9,2019-03-31,4879.95,458.02,96.48,2,2019-10-23
12958,2b346e9,2019-01-31,2159.04,106.37,33.71,2,2019-10-23
12957,2b346e9,2018-12-31,1376.73,15.41,7.66,2,2019-10-23
12956,2b346e9,2018-11-30,3385.57,625.97,126.5,2,2019-10-23
12955,2b346e9,2018-10-31,2172.17,113.43,35.73,2,2019-10-23
12959,2b346e9,2019-02-28,2356.52,110.89,32.19,2,2019-10-23
12974,2b348c4,2019-05-31,7637.75,274.09,41.01,1,2019-10-16
12978,2b348c4,2019-09-30,11830.51,656.58,63.43,1,2019-10-16
12977,2b348c4,2019-08-31,10766.6,414.42,43.99,1,2019-10-16
12976,2b348c4,2019-07-31,8070.68,274.51,38.87,1,2019-10-16
12975,2b348c4,2019-06-30,17365.27,580.57,38.21,1,2019-10-16
12973,2b348c4,2019-04-30,8357.64,351.81,41.56,1,2019-10-16
12968,2b348c4,2018-11-30,9622.97,372.43,29.74,1,2019-10-16
12971,2b348c4,2019-02-28,12654.55,776.21,51.64,1,2019-10-16
12970,2b348c4,2019-01-31,2565.73,118.2,37.78,1,2019-10-16
12969,2b348c4,2018-12-31,27543.27,1363.64,40.03,1,2019-10-16
12972,2b348c4,2019-03-31,8464.78,356.89,35.49,1,2019-10-16
12967,2b348c4,2018-10-31,9904.07,499.28,38.34,1,2019-10-16
12990,2b34e0c,2019-09-30,15864.32,532.71,27.59,1,2019-10-30
12989,2b34e0c,2019-08-31,14014.78,479.83,28.13,1,2019-10-30
12987,2b34e0c,2019-06-30,23029.46,1052.63,37.55,1,2019-10-30
12986,2b34e0c,2019-05-31,13220.09,462.7,28.75,1,2019-10-30
12985,2b34e0c,2019-04-30,17557.13,624.55,29.22,1,2019-10-30
12988,2b34e0c,2019-07-31,23364.11,1038.91,36.53,1,2019-10-30
12983,2b34e0c,2019-02-28,14927.3,511.59,28.16,1,2019-10-30
12982,2b34e0c,2019-01-31,11888.79,402.66,27.83,1,2019-10-30
12981,2b34e0c,2018-12-31,40683.16,1442.05,29.12,1,2019-10-30
12980,2b34e0c,2018-11-30,19383.21,702.33,29.77,1,2019-10-30
12979,2b34e0c,2018-10-31,38112.15,1386.07,29.88,1,2019-10-30
12984,2b34e0c,2019-03-31,13903.85,479.9,28.36,1,2019-10-30
12998,2b35134,2019-08-31,12348.24,795.78,51.7,1,2019-09-30
12997,2b35134,2019-07-31,12060.19,843.38,56.1,1,2019-09-30
12996,2b35134,2019-06-30,10253.73,546.33,42.74,1,2019-09-30
12995,2b35134,2019-05-31,6518.39,341.79,42.06,1,2019-09-30
12994,2b35134,2019-04-30,9908.67,578.31,44.46,1,2019-09-30
12992,2b35134,2019-02-28,13780.39,867.42,45.99,2,2019-09-30
12991,2b35134,2019-01-31,5802.0,334.0,42.06,2,2019-09-30
12993,2b35134,2019-03-31,13841.2,787.42,41.56,2,2019-09-30
13006,2b4b99a,2019-05-31,25050.67,762.53,26.5,1,2019-10-02
13010,2b4b99a,2019-09-30,31436.38,1018.15,28.19,1,2019-10-02
13008,2b4b99a,2019-07-31,30702.39,974.93,27.64,1,2019-10-02
13007,2b4b99a,2019-06-30,25908.41,832.38,27.97,1,2019-10-02
13005,2b4b99a,2019-04-30,29526.58,1157.97,34.14,1,2019-10-02
13009,2b4b99a,2019-08-31,33021.48,1031.51,27.19,1,2019-10-02
13003,2b4b99a,2019-02-28,15640.29,460.31,25.62,1,2019-10-02
13002,2b4b99a,2019-01-31,23655.1,789.87,29.07,1,2019-10-02
13001,2b4b99a,2018-12-31,26163.58,911.26,30.32,1,2019-10-02
13000,2b4b99a,2018-11-30,47256.74,2041.05,37.6,1,2019-10-02
12999,2b4b99a,2018-10-31,33827.41,1041.26,26.8,1,2019-10-02
13004,2b4b99a,2019-03-31,24477.98,702.02,24.97,1,2019-10-02
13014,2b5ec88,2019-08-31,28959.05,828.68,22.09,2,2019-10-31
13013,2b5ec88,2019-07-31,45761.86,1082.43,18.48,1,2019-10-31
13015,2b5ec88,2019-09-30,6446.94,201.49,24.13,2,2019-10-31
13011,2b5ec88,2019-05-31,17961.59,339.25,14.58,2,2019-10-31
13012,2b5ec88,2019-06-30,7105.93,202.45,21.99,2,2019-10-31
13016,2b758ea,2019-03-31,508.08,19.02,20.48,2,2019-10-30
13017,2b758ea,2019-04-30,3126.13,133.33,23.33,2,2019-10-30
13018,2b758ea,2019-05-31,295.65,11.95,23.04,1,2019-10-30
13019,2b758ea,2019-06-30,4678.12,196.25,23.9,1,2019-10-30
13020,2b758ea,2019-07-31,6554.92,271.46,23.6,1,2019-10-30
13021,2b758ea,2019-08-31,3573.34,145.56,23.21,1,2019-10-30
13022,2b758ea,2019-09-30,2888.71,120.19,23.66,1,2019-10-30
13029,2b78a69,2019-08-31,71.02,2.87,30.76,1,2019-09-17
13028,2b78a69,2019-07-31,253.53,11.25,33.74,1,2019-09-17
13027,2b78a69,2019-06-30,128.42,3.82,22.59,1,2019-09-17
13024,2b78a69,2019-03-31,841.14,40.04,36.2,1,2019-09-17
13025,2b78a69,2019-04-30,1577.59,76.81,37.03,1,2019-09-17
13023,2b78a69,2019-02-28,1219.15,61.31,34.04,1,2019-09-17
13026,2b78a69,2019-05-31,600.89,27.89,35.3,1,2019-09-17
13041,2b7b6b4,2019-08-31,8079.57,640.66,64.88,1,2019-09-25
13040,2b7b6b4,2019-07-31,6800.69,484.08,58.25,1,2019-09-25
13039,2b7b6b4,2019-06-30,4481.41,406.29,74.19,1,2019-09-25
13038,2b7b6b4,2019-05-31,6544.63,564.14,70.53,1,2019-09-25
13037,2b7b6b4,2019-04-30,8039.71,743.36,75.66,1,2019-09-25
13036,2b7b6b4,2019-03-31,4217.63,356.01,69.07,1,2019-09-25
13035,2b7b6b4,2019-02-28,5946.59,565.98,77.88,1,2019-09-25
13033,2b7b6b4,2018-12-31,6675.94,549.39,67.34,1,2019-09-25
13032,2b7b6b4,2018-11-30,6228.47,440.98,57.93,1,2019-09-25
13031,2b7b6b4,2018-10-31,6143.38,387.68,51.64,1,2019-09-25
13030,2b7b6b4,2018-09-30,6834.81,379.14,45.39,1,2019-09-25
13034,2b7b6b4,2019-01-31,1668.28,116.96,57.37,1,2019-09-25
13046,2b7efd9,2019-06-30,43195.13,1939.01,33.39,2,2019-09-02
13048,2b7efd9,2019-08-31,34608.34,1777.65,38.92,2,2019-09-02
13045,2b7efd9,2019-05-31,10647.24,454.48,31.75,2,2019-09-02
13047,2b7efd9,2019-07-31,40831.41,1905.85,35.22,2,2019-09-02
13043,2b7efd9,2019-01-31,10595.74,711.02,29.71,2,2019-09-02
13044,2b7efd9,2019-04-30,17191.87,1156.8,29.79,2,2019-09-02
13042,2b7efd9,2018-11-30,12710.55,657.98,22.92,2,2019-09-02
13060,2b8b6be,2019-09-30,6650.76,573.39,63.21,1,2019-10-07
13059,2b8b6be,2019-08-31,8964.39,813.53,58.62,1,2019-10-07
13058,2b8b6be,2019-07-31,11439.05,794.94,44.7,1,2019-10-07
13057,2b8b6be,2019-06-30,8576.9,685.93,51.45,1,2019-10-07
13056,2b8b6be,2019-05-31,9053.28,681.05,48.39,1,2019-10-07
13055,2b8b6be,2019-04-30,10016.54,781.5,50.19,1,2019-10-07
13054,2b8b6be,2019-03-31,6579.61,514.76,50.33,1,2019-10-07
13053,2b8b6be,2019-02-28,10275.43,754.89,47.26,1,2019-10-07
13052,2b8b6be,2019-01-31,9041.26,511.27,36.38,1,2019-10-07
13051,2b8b6be,2018-12-31,11265.33,715.42,40.85,1,2019-10-07
13050,2b8b6be,2018-11-30,8517.91,441.18,33.32,1,2019-10-07
13049,2b8b6be,2018-10-31,11138.67,896.19,51.76,1,2019-10-07
13067,2b95893,2019-09-30,22088.51,675.26,39.33,1,2019-10-16
13066,2b95893,2019-08-31,12333.06,279.23,29.13,1,2019-10-16
13064,2b95893,2019-06-30,20075.49,691.53,44.32,1,2019-10-16
13065,2b95893,2019-07-31,12975.23,417.26,41.37,1,2019-10-16
13062,2b95893,2019-04-30,10960.64,240.69,28.25,1,2019-10-16
13061,2b95893,2019-03-31,4107.97,87.48,27.4,1,2019-10-16
13063,2b95893,2019-05-31,11876.41,260.76,28.25,1,2019-10-16
13075,2b9c599,2019-05-31,6165.21,301.86,26.06,1,2019-10-17
13079,2b9c599,2019-09-30,6711.59,332.85,26.43,1,2019-10-17
13078,2b9c599,2019-08-31,9242.97,755.2,43.65,1,2019-10-17
13077,2b9c599,2019-07-31,10957.02,850.19,41.02,1,2019-10-17
13076,2b9c599,2019-06-30,6447.94,368.4,30.12,2,2019-10-17
13074,2b9c599,2019-04-30,3593.26,149.48,22.25,1,2019-10-17
13073,2b9c599,2019-03-31,3886.39,161.83,22.57,1,2019-10-17
13072,2b9c599,2019-02-28,3594.48,313.57,45.99,2,2019-10-17
13071,2b9c599,2019-01-31,2258.95,95.5,22.29,2,2019-10-17
13070,2b9c599,2018-12-31,3107.14,134.96,25.46,1,2019-10-17
13069,2b9c599,2018-11-30,2237.81,96.41,25.25,1,2019-10-17
13068,2b9c599,2018-10-31,2966.93,126.46,24.98,1,2019-10-17
13088,2ba3c55,2019-05-31,32017.39,1304.92,24.8,1,2019-09-25
13089,2ba3c55,2019-06-30,34653.19,1450.12,25.0,1,2019-09-25
13087,2ba3c55,2019-04-30,34427.54,1453.19,24.89,1,2019-09-25
13091,2ba3c55,2019-08-31,38965.85,1637.25,24.98,1,2019-09-25
13090,2ba3c55,2019-07-31,37037.34,1536.62,24.88,1,2019-09-25
13086,2ba3c55,2019-03-31,31913.6,1341.99,24.81,1,2019-09-25
13083,2ba3c55,2018-12-31,26545.95,1091.03,24.75,1,2019-09-25
13084,2ba3c55,2019-01-31,31295.47,1292.89,24.66,1,2019-09-25
13085,2ba3c55,2019-02-28,25875.23,1113.21,25.39,1,2019-09-25
13082,2ba3c55,2018-11-30,25304.43,1072.97,25.07,1,2019-09-25
13081,2ba3c55,2018-10-31,14890.16,622.24,24.65,1,2019-09-25
13080,2ba3c55,2018-09-30,10629.49,440.52,24.58,1,2019-09-25
13102,2ba5615,2019-08-31,44230.18,2612.41,60.72,1,2019-10-21
13101,2ba5615,2019-07-31,20824.33,1322.08,65.26,1,2019-10-21
13100,2ba5615,2019-06-30,5219.93,191.68,37.75,1,2019-10-21
13099,2ba5615,2019-05-31,13613.07,705.36,53.26,1,2019-10-21
13098,2ba5615,2019-04-30,19325.94,1101.67,58.6,1,2019-10-21
13103,2ba5615,2019-09-30,16499.21,973.91,60.68,1,2019-10-21
13096,2ba5615,2019-02-28,19261.04,1663.86,82.19,1,2019-10-21
13095,2ba5615,2019-01-31,30769.16,2699.29,83.47,1,2019-10-21
13094,2ba5615,2018-12-31,30678.44,2161.05,67.02,1,2019-10-21
13093,2ba5615,2018-11-30,11897.32,758.85,60.69,1,2019-10-21
13092,2ba5615,2018-10-31,29392.4,1651.05,53.45,1,2019-10-21
13097,2ba5615,2019-03-31,17383.05,1006.66,56.41,1,2019-10-21
13115,2ba9ae3,2019-09-30,1348.2,61.63,37.98,1,2019-10-07
13114,2ba9ae3,2019-08-31,7836.26,527.4,47.48,1,2019-10-07
13113,2ba9ae3,2019-07-31,8054.55,525.26,46.0,1,2019-10-07
13112,2ba9ae3,2019-06-30,8408.52,540.86,45.37,1,2019-10-07
13111,2ba9ae3,2019-05-31,8668.64,567.43,46.17,1,2019-10-07
13110,2ba9ae3,2019-04-30,8893.24,618.65,49.07,1,2019-10-07
13109,2ba9ae3,2019-03-31,5888.14,406.74,48.73,1,2019-10-07
13107,2ba9ae3,2019-01-31,3800.84,297.49,55.21,1,2019-10-07
13106,2ba9ae3,2018-12-31,7415.41,584.36,55.59,1,2019-10-07
13105,2ba9ae3,2018-11-30,6354.94,538.47,59.77,1,2019-10-07
13104,2ba9ae3,2018-10-31,8100.78,596.59,51.95,1,2019-10-07
13108,2ba9ae3,2019-02-28,1382.22,117.29,59.86,1,2019-10-07
13123,2baf9f2,2019-04-30,3600.23,120.19,25.29,1,2019-09-20
13126,2baf9f2,2019-07-31,1503.39,50.01,25.2,1,2019-09-20
13125,2baf9f2,2019-06-30,1919.43,63.74,25.16,1,2019-09-20
13127,2baf9f2,2019-08-31,2401.14,81.1,25.59,1,2019-09-20
13122,2baf9f2,2019-03-31,2616.6,88.53,25.63,1,2019-09-20
13124,2baf9f2,2019-05-31,3067.56,102.98,25.44,1,2019-09-20
13120,2baf9f2,2019-01-31,1925.27,64.32,25.31,1,2019-09-20
13116,2baf9f2,2018-09-30,2344.09,78.85,25.49,1,2019-09-20
13117,2baf9f2,2018-10-31,3250.49,108.95,25.39,1,2019-09-20
13121,2baf9f2,2019-02-28,2951.03,98.96,25.41,1,2019-09-20
13119,2baf9f2,2018-12-31,2234.69,74.39,25.22,1,2019-09-20
13118,2baf9f2,2018-11-30,2523.5,84.01,25.22,1,2019-09-20
13139,2bb2f7e,2019-08-31,4799.27,170.99,24.38,2,2019-09-16
13138,2bb2f7e,2019-07-31,5185.02,181.21,23.91,2,2019-09-16
13137,2bb2f7e,2019-06-30,4812.85,154.14,21.91,2,2019-09-16
13136,2bb2f7e,2019-05-31,3801.9,100.01,18.0,2,2019-09-16
13134,2bb2f7e,2019-03-31,1177.9,37.84,21.67,2,2019-09-16
13135,2bb2f7e,2019-04-30,3404.47,75.99,15.27,2,2019-09-16
13132,2bb2f7e,2019-01-31,3517.37,81.48,15.85,2,2019-09-16
13131,2bb2f7e,2018-12-31,3470.37,160.25,31.59,2,2019-09-16
13130,2bb2f7e,2018-11-30,1007.77,44.53,30.23,2,2019-09-16
13129,2bb2f7e,2018-10-31,2537.03,104.04,28.06,2,2019-09-16
13128,2bb2f7e,2018-09-30,2260.52,70.38,21.3,2,2019-09-16
13133,2bb2f7e,2019-02-28,2788.77,89.58,21.37,2,2019-09-16
13151,2bb98c2,2019-09-30,9985.44,1020.5,74.67,1,2019-10-25
13150,2bb98c2,2019-08-31,15482.76,1005.56,47.45,1,2019-10-25
13149,2bb98c2,2019-07-31,14772.46,1036.8,51.28,1,2019-10-25
13148,2bb98c2,2019-06-30,14592.0,969.92,48.56,1,2019-10-25
13147,2bb98c2,2019-05-31,16815.96,1077.45,46.81,1,2019-10-25
13146,2bb98c2,2019-04-30,13486.77,876.9,47.5,1,2019-10-25
13144,2bb98c2,2019-02-28,16362.78,1144.39,51.1,1,2019-10-25
13143,2bb98c2,2019-01-31,13652.02,897.85,48.05,1,2019-10-25
13141,2bb98c2,2018-11-30,16361.19,1000.75,44.69,1,2019-10-25
13140,2bb98c2,2018-10-31,20782.56,1427.74,50.19,1,2019-10-25
13145,2bb98c2,2019-03-31,14234.0,946.62,48.59,1,2019-10-25
13142,2bb98c2,2018-12-31,22311.48,1602.37,52.47,1,2019-10-25
13152,2bd1e7a,2019-03-31,4821.52,117.84,25.0,1,2019-10-31
13153,2bd1e7a,2019-04-30,4684.01,113.4,24.76,1,2019-10-31
13154,2bd1e7a,2019-05-31,5072.02,123.2,24.84,1,2019-10-31
13155,2bd1e7a,2019-06-30,4693.66,115.21,25.11,1,2019-10-31
13156,2bd1e7a,2019-07-31,3786.43,125.63,24.57,1,2019-10-31
13157,2bd1e7a,2019-08-31,3373.11,119.67,25.03,2,2019-10-31
13158,2bd1e7a,2019-09-30,5843.82,204.78,24.72,2,2019-10-31
13163,2be73e7,2019-06-30,9062.66,492.08,42.57,1,2019-10-07
13166,2be73e7,2019-09-30,2400.02,72.72,24.21,1,2019-10-07
13165,2be73e7,2019-08-31,4441.41,136.4,24.43,1,2019-10-07
13164,2be73e7,2019-07-31,12223.73,472.72,30.52,1,2019-10-07
13162,2be73e7,2019-05-31,8172.56,324.92,31.31,1,2019-10-07
13160,2be73e7,2019-03-31,6425.66,466.19,56.42,1,2019-10-07
13161,2be73e7,2019-04-30,7586.77,426.0,44.22,1,2019-10-07
13159,2be73e7,2019-02-28,6184.49,406.68,51.01,1,2019-10-07
13167,2beb39b,2019-08-31,3661.43,104.35,14.61,2,2019-09-04
13168,2bf305b,2019-01-31,0.94,0.03,25.23,1,2019-10-07
13169,2bf305b,2019-02-28,2969.53,136.91,37.73,1,2019-10-07
13170,2bf305b,2019-03-31,4426.9,203.52,37.62,1,2019-10-07
13171,2bf305b,2019-04-30,5709.09,242.24,34.72,1,2019-10-07
13173,2bf305b,2019-06-30,6715.62,328.93,40.08,1,2019-10-07
13174,2bf305b,2019-07-31,8635.38,299.39,28.37,1,2019-10-07
13175,2bf305b,2019-08-31,5778.82,232.35,32.9,1,2019-10-07
13176,2bf305b,2019-09-30,12897.33,506.26,32.12,1,2019-10-07
13172,2bf305b,2019-05-31,6426.86,261.1,33.24,1,2019-10-07
13188,2bf57fb,2019-09-30,10805.73,709.16,72.57,1,2019-10-16
13184,2bf57fb,2019-05-31,8078.08,428.25,58.62,1,2019-10-16
13187,2bf57fb,2019-08-31,10041.64,485.84,53.5,1,2019-10-16
13186,2bf57fb,2019-07-31,4257.22,187.55,48.71,1,2019-10-16
13185,2bf57fb,2019-06-30,8730.48,573.48,72.63,1,2019-10-16
13183,2bf57fb,2019-04-30,4130.67,189.12,50.63,1,2019-10-16
13181,2bf57fb,2019-02-28,13615.0,966.0,78.46,1,2019-10-16
13180,2bf57fb,2019-01-31,14501.17,744.77,56.79,1,2019-10-16
13179,2bf57fb,2018-12-31,10061.07,592.11,65.08,1,2019-10-16
13178,2bf57fb,2018-11-30,12506.76,651.05,57.56,1,2019-10-16
13177,2bf57fb,2018-10-31,10708.81,543.25,56.09,1,2019-10-16
13182,2bf57fb,2019-03-31,9105.22,516.87,62.77,1,2019-10-16
13197,2c1eee5,2019-09-30,7107.22,276.05,23.23,1,2019-10-28
13196,2c1eee5,2019-08-31,6211.42,252.25,24.19,1,2019-10-28
13195,2c1eee5,2019-07-31,3794.91,152.48,23.9,1,2019-10-28
13194,2c1eee5,2019-06-30,3953.69,157.66,23.8,1,2019-10-28
13192,2c1eee5,2019-04-30,1571.98,64.32,24.34,1,2019-10-28
