,client_id,data_de_desembolso,data_cadastro,tpv_prometido,mcc,segmento,cidade,bairro,canal_de_vendas,subcanal_de_vendas,uf,regiao
3100,26e4683,17/10/2019,06/08/2018,15000.0,1,3,5,160,1,2,5,1
272,26e5b3b,12/09/2019,07/12/2017,,9,11,1,742,1,1,1,1
168,27004f6,28/10/2019,19/09/2018,5000.0,3,1,64,164,1,1,4,2
969,2706a26,24/10/2019,01/03/2019,70000.0,46,16,2,470,1,1,2,1
4149,2717b57,05/09/2019,18/06/2018,,3,1,166,1,1,1,1,1
1948,271e480,10/09/2019,03/05/2018,80000.0,3,1,107,1305,1,1,6,2
554,2721f41,07/10/2019,13/06/2018,20000.0,4,4,1,64,1,1,1,1
294,27413a6,23/09/2019,13/11/2018,26000.0,29,6,182,51,1,1,6,2
3900,274d523,24/10/2019,16/11/2017,,40,7,188,1841,2,5,5,1
526,274d801,07/10/2019,06/11/2018,45000.0,5,9,2,73,1,1,2,1
3087,27586fb,28/10/2019,16/04/2018,8000.0,3,1,27,1093,1,2,1,1
625,2758d08,07/10/2019,24/08/2017,15000.0,5,9,16,231,1,1,4,2
3965,2758d1f,07/10/2019,23/01/2018,7000.0,1,3,1,269,1,1,1,1
1851,275a006,07/10/2019,08/06/2018,10000.0,5,9,103,2223,1,1,1,1
922,275b8be,10/10/2019,20/03/2018,35000.0,5,9,1,3157,1,1,1,1
2427,2765b67,16/10/2019,11/10/2017,,71,5,395,0,1,1,6,2
2920,276dda7,11/09/2019,30/10/2018,15000.0,18,21,3,474,1,1,3,2
135,2780149,31/10/2019,27/04/2018,50000.0,25,18,290,0,1,1,5,1
1636,2788752,16/10/2019,23/03/2019,30000.0,2,2,1,247,1,1,1,1
1509,278fc72,26/09/2019,18/01/2018,20000.0,3,1,67,178,1,1,2,1
2543,279dd6f,08/10/2019,29/05/2018,20000.0,27,19,102,279,1,1,2,1
3848,27b9e4e,28/10/2019,05/07/2018,140000.0,66,6,2,1,1,1,2,1
2521,27c3c90,21/10/2019,24/01/2017,,9,11,19,65,1,1,1,1
75,27cabc6,30/09/2019,26/06/2018,20000.0,32,5,2,151,1,1,2,1
4078,27db657,08/10/2019,06/12/2016,,21,24,1,1451,1,1,1,1
2538,27e021b,08/10/2019,20/04/2017,,55,5,15,2259,1,1,4,2
2044,27f9cad,02/10/2019,13/02/2019,25000.0,5,9,309,0,1,4,17,5
3356,27fa963,11/10/2019,06/04/2018,15000.0,2,2,107,559,1,1,6,2
2315,2800f12,31/10/2019,12/04/2019,40000.0,12,1,523,0,1,1,1,1
995,280711c,25/10/2019,04/10/2017,30000.0,11,8,63,2188,1,1,2,1
1532,281454b,31/10/2019,31/01/2019,37300.0,1,3,61,1517,1,1,1,1
1840,281bc73,28/10/2019,06/12/2018,22000.0,5,9,89,2648,1,1,1,1
2084,2828cd7,23/10/2019,09/02/2019,20000.0,38,26,34,163,1,1,2,1
1675,2832871,09/09/2019,29/11/2018,20000.0,1,3,53,921,1,1,1,1
623,283c621,24/10/2019,27/03/2019,15000.0,21,24,42,244,1,1,15,3
941,284623d,02/09/2019,26/04/2018,30000.0,45,7,2,5,1,1,2,1
5,284ecc6,30/10/2019,02/08/2018,10500.0,3,1,20,415,1,1,14,3
4139,2851fb0,21/10/2019,12/06/2018,5000.0,36,22,36,865,1,1,3,2
2947,285c41f,21/10/2019,19/07/2017,,11,8,296,18,1,1,12,1
3282,2878899,16/10/2019,16/03/2019,35000.0,3,1,12,1426,1,1,1,1
1954,288c899,16/10/2019,19/03/2019,40000.0,2,2,96,2637,1,1,1,1
983,2890f74,08/10/2019,02/01/2019,25100.0,11,8,6,1111,1,1,8,3
3664,28998f2,16/10/2019,30/03/2019,10000.0,2,2,1,3090,1,1,1,1
3422,289fac8,19/09/2019,11/12/2017,130000.0,5,9,3,1485,1,1,3,2
4064,28a092a,18/09/2019,17/05/2018,6000.0,2,2,8,201,1,1,10,4
1759,28a569f,09/10/2019,07/12/2018,10000.0,20,23,179,3,1,1,6,2
3408,28a8aa6,21/10/2019,22/03/2019,20000.0,1,3,115,1,1,1,6,2
872,28aa7c1,07/10/2019,31/01/2018,,4,4,208,0,1,1,1,1
186,28ab54a,28/10/2019,03/11/2018,62000.0,34,15,243,1,1,4,9,3
2750,28ac8f9,07/10/2019,21/11/2018,80000.0,4,4,46,1449,1,1,1,1
3928,28aea9e,26/09/2019,05/06/2017,,5,9,31,1878,1,1,2,1
795,28b025a,28/10/2019,30/05/2018,10000.0,13,13,94,2151,1,1,3,2
1415,28bad81,07/10/2019,17/09/2018,65000.0,10,12,23,1190,1,1,13,3
2112,28bc3dc,02/09/2019,24/10/2018,22000.0,2,2,50,1,1,1,3,2
2528,28c6889,28/10/2019,19/03/2019,20000.0,22,15,2,8,1,1,2,1
2314,28ce52c,21/10/2019,28/03/2019,,8,10,30,2881,1,1,2,1
49,28e5213,02/10/2019,19/02/2019,25000.0,123,6,268,2793,1,1,2,1
1817,28f45a6,31/10/2019,28/03/2019,15000.0,1,3,15,1,1,1,4,2
768,290564a,28/10/2019,18/04/2019,15000.0,14,2,130,1,1,1,1,1
1739,290d139,10/10/2019,22/11/2018,6000.0,9,11,100,1,1,1,1,1
1886,291517f,20/09/2019,11/07/2017,18000.0,11,8,60,1498,1,2,5,1
52,292a3e6,31/10/2019,04/12/2018,10000.0,5,9,225,1,1,1,10,4
1183,292a682,11/09/2019,11/08/2017,29000.0,2,2,51,910,1,4,22,5
3516,292b422,15/10/2019,31/01/2018,,14,2,326,0,1,2,5,1
3904,292be35,20/09/2019,05/05/2017,,4,4,190,11,1,1,10,4
3789,292c134,26/09/2019,31/10/2018,40000.0,15,5,269,0,1,1,3,2
1241,2935ca4,20/09/2019,16/04/2018,60000.0,4,4,3,144,1,1,3,2
1946,293c592,25/09/2019,04/10/2018,19940.0,1,3,10,1365,1,1,11,3
2459,293dbd2,17/10/2019,20/12/2018,10000.0,11,8,20,0,1,1,14,3
1175,2943557,25/10/2019,29/03/2019,15000.0,11,8,256,607,1,1,8,3
2157,29497f6,31/10/2019,22/11/2016,,1,3,1,1736,1,1,1,1
3943,2949ea1,21/10/2019,01/02/2019,20000.0,8,10,235,0,1,1,10,4
3001,29597a5,22/10/2019,28/08/2018,80000.0,15,5,37,1,1,1,2,1
1275,2969671,24/10/2019,01/03/2019,25000.0,2,2,1,3254,1,1,1,1
289,296afc5,05/09/2019,16/08/2018,10000.0,28,8,145,0,1,1,1,1
3261,2970675,02/10/2019,29/01/2019,25000.0,10,12,659,0,1,1,1,1
1042,2974187,02/09/2019,04/11/2017,10000.0,13,13,9,30,1,1,6,2
2216,297a2c9,05/09/2019,27/11/2018,20000.0,2,2,23,59,1,1,13,3
1613,298a294,26/09/2019,08/06/2018,160000.0,2,2,46,334,1,1,1,1
3020,298bfcd,30/10/2019,15/02/2019,4000.0,18,21,308,591,1,1,6,2
210,298ea30,16/10/2019,12/06/2017,10000.0,7,7,19,1185,1,1,1,1
909,298f478,07/10/2019,17/01/2019,50000.0,54,14,59,1760,1,1,1,1
1276,2990d2f,05/09/2019,14/06/2018,25000.0,7,7,104,1074,1,1,9,3
1975,299f154,10/09/2019,05/09/2018,150000.0,25,18,36,1667,1,1,3,2
4170,299f501,05/09/2019,24/08/2018,,62,6,19,65,1,1,1,1
2599,29a02a7,07/10/2019,26/10/2018,25000.0,4,4,4,60,1,1,7,4
3437,29aacf9,20/09/2019,08/06/2017,20000.0,4,4,80,1,1,1,1,1
1885,29c1fe9,28/10/2019,04/05/2018,100000.0,2,2,228,1,1,1,2,1
996,29e1b55,25/09/2019,22/02/2018,34000.0,75,15,24,3275,1,1,1,1
1720,29e41cd,26/09/2019,15/02/2018,,13,13,24,1,1,1,1,1
3453,29ec387,07/10/2019,11/12/2017,23000.0,7,7,56,206,1,1,4,2
1741,2a07373,07/10/2019,06/04/2018,,2,2,62,1672,1,1,1,1
1652,2a081c2,02/10/2019,23/01/2019,25000.0,15,5,21,48,1,1,5,1
3485,2a08308,28/10/2019,16/01/2019,4500.0,14,2,22,564,1,3,1,1
116,2a099b3,08/10/2019,20/12/2016,,68,6,1,16,1,1,1,1
1496,2a14dd1,25/09/2019,17/07/2017,,4,4,1,247,1,1,1,1
3852,2a2a74a,30/10/2019,28/03/2019,30000.0,1,3,25,287,1,1,1,1
2630,2a3eef7,25/09/2019,14/08/2018,12000.0,115,6,130,399,1,1,1,1
4003,2a421e5,25/09/2019,24/03/2018,,31,4,10,13,1,1,11,3
1132,2a44c5c,07/10/2019,12/06/2018,88000.0,49,8,285,1824,1,1,1,1
2365,2a5ddcb,07/10/2019,16/04/2018,30000.0,57,12,215,0,1,1,4,2
3056,2a5f2f7,21/10/2019,07/02/2019,,97,13,90,1,1,1,6,2
2119,2a6c85c,16/10/2019,19/07/2018,70000.0,53,7,11,484,1,1,4,2
2709,2a72158,25/09/2019,12/05/2017,,1,3,19,356,1,1,1,1
1751,2a7eb13,02/09/2019,23/11/2018,80000.0,3,1,540,2785,1,1,8,3
562,2a8ee5a,25/09/2019,30/06/2018,30000.0,29,6,437,0,1,4,4,2
3596,2a92aca,11/10/2019,25/10/2018,50000.0,114,19,28,612,1,1,1,1
6,2aaba6c,18/09/2019,14/12/2017,60000.0,8,10,18,793,1,1,3,2
2465,2aac561,07/10/2019,12/06/2018,30000.0,28,8,144,1018,1,1,1,1
297,2ab2456,02/09/2019,28/11/2018,12000.0,4,4,3,35,1,1,3,2
73,2ab51e4,16/09/2019,17/10/2018,150000.0,2,2,1,219,1,1,1,1
1985,2ab7ee0,22/10/2019,27/03/2019,14000.0,4,4,172,1,1,1,6,2
3292,2ac2393,16/10/2019,30/03/2019,15000.0,1,3,744,0,1,3,13,3
2080,2ac8651,24/10/2019,29/05/2017,,40,7,1,460,1,1,1,1
3465,2ad47e3,21/10/2019,11/11/2017,50000.0,13,13,50,1,1,1,3,2
3838,2ad4e9f,09/10/2019,11/10/2018,15000.0,3,1,9,134,1,1,6,2
308,2aec588,02/09/2019,07/11/2018,15000.0,27,19,53,1,1,1,1,1
1878,2af181b,20/09/2019,02/04/2018,5000.0,29,6,3,7,1,1,3,2
3528,2afbec2,21/10/2019,14/07/2017,24771.0,1,3,1,64,1,1,1,1
605,2b0955f,16/10/2019,30/03/2019,15000.0,11,8,92,744,1,1,8,3
3389,2b16e11,12/09/2019,06/02/2017,,1,3,2,9,1,1,2,1
2097,2b1e047,20/09/2019,30/01/2018,,4,4,48,57,1,1,2,1
4164,2b279eb,11/09/2019,27/11/2018,20000.0,1,3,474,0,1,1,1,1
3574,2b30453,30/09/2019,02/09/2017,50000.0,4,4,1,366,1,1,1,1
501,2b346e9,23/10/2019,24/01/2018,8000.0,13,13,64,1,1,1,4,2
4086,2b348c4,16/10/2019,20/08/2018,,4,4,105,2256,1,1,2,1
959,2b34e0c,30/10/2019,12/12/2017,65100.0,55,5,17,1,1,1,2,1
2622,2b35134,30/09/2019,24/01/2019,,4,4,8,140,1,1,10,4
1952,2b4b99a,02/10/2019,14/09/2018,111000.0,128,6,20,234,1,1,14,3
3008,2b5ec88,31/10/2019,14/04/2019,60000.0,2,2,190,2417,1,1,10,4
609,2b758ea,30/10/2019,10/01/2019,15000.0,14,2,147,0,1,1,2,1
3248,2b78a69,17/09/2019,09/11/2018,,8,10,10,561,1,1,11,3
1825,2b7b6b4,25/09/2019,12/04/2018,12000.0,4,4,52,1,1,1,4,2
3996,2b7efd9,02/09/2019,24/01/2018,40000.0,4,4,330,1,1,4,2,1
508,2b8b6be,07/10/2019,21/06/2018,15000.0,4,4,32,125,1,1,16,3
2492,2b95893,16/10/2019,15/03/2019,20000.0,8,10,4,70,1,1,7,4
3163,2b9c599,17/10/2019,25/05/2018,18000.0,13,13,20,51,1,1,14,3
1283,2ba3c55,25/09/2019,08/06/2018,150000.0,2,2,211,1077,1,1,1,1
2116,2ba5615,21/10/2019,16/12/2016,,22,15,1,95,1,1,1,1
1357,2ba9ae3,07/10/2019,01/08/2017,,4,4,59,1,1,1,1,1
2214,2baf9f2,20/09/2019,10/08/2018,11000.0,2,2,82,1,1,2,1,1
3562,2bb2f7e,16/09/2019,23/03/2018,7000.0,4,4,67,36,1,1,2,1
365,2bb98c2,25/10/2019,23/05/2018,60000.0,7,7,1,888,1,1,1,1
856,2bd1e7a,31/10/2019,28/02/2019,15000.0,5,9,435,0,1,1,6,2
1671,2be73e7,07/10/2019,31/01/2019,20000.0,4,4,388,0,1,1,6,2
148,2beb39b,04/09/2019,05/07/2018,6000.0,2,2,57,1095,1,1,6,2
3270,2bf305b,07/10/2019,29/01/2019,16000.0,4,4,34,163,1,1,2,1
743,2bf57fb,16/10/2019,24/08/2018,10000.0,80,4,61,2882,1,1,1,1
21,2c1eee5,28/10/2019,12/12/2018,15000.0,2,2,336,0,1,1,1,1
2437,2c379f2,31/10/2019,12/07/2018,5000.0,67,5,2,14,1,1,2,1
1705,2c38bf5,08/10/2019,10/05/2018,5000.0,22,15,50,12,1,1,3,2
613,2c45cc1,25/09/2019,23/11/2017,20000.0,7,7,102,135,1,1,2,1
3811,2c68ed0,07/10/2019,23/01/2019,13500.0,1,3,9,291,1,1,6,2
3921,2c7e1fa,07/10/2019,13/04/2018,10000.0,65,19,35,1,1,1,4,2
3690,2c8172b,28/10/2019,26/02/2019,10000.0,3,1,144,1,1,1,1,1
2176,2c8882a,23/10/2019,10/01/2017,,2,2,1,2310,1,1,1,1
2705,2c89f1b,31/10/2019,17/12/2018,43000.0,1,3,2,1,1,1,2,1
1282,2c8f8e7,07/10/2019,14/11/2018,50000.0,72,5,31,1,1,1,2,1
3556,2ca19d5,11/10/2019,06/10/2017,,17,20,5,29,1,2,5,1
4037,2ca33aa,23/10/2019,21/06/2019,40000.0,57,12,26,100,1,1,5,1
1703,2ca4407,01/10/2019,28/09/2018,15000.0,3,1,82,252,1,3,1,1
3720,2cb1d58,08/10/2019,19/02/2019,9000.0,4,4,115,1,1,1,6,2
3918,2cc92ad,28/10/2019,30/04/2018,30000.0,16,14,68,1,1,1,1,1
3366,2cd2b8b,29/10/2019,23/05/2018,20000.0,1,3,1,115,1,1,1,1
1324,2ce5d83,24/10/2019,20/03/2019,11000.0,92,8,1,2399,1,1,1,1
2842,2cebb00,01/10/2019,08/12/2018,30000.0,116,15,3,207,1,1,3,2
1321,2cefa3f,30/10/2019,17/11/2017,26000.0,4,4,26,1,1,1,5,1
3864,2cf5f59,08/10/2019,02/11/2018,35000.0,3,1,6,535,1,1,8,3
1051,2d14b1e,11/10/2019,27/11/2017,5600.0,19,17,15,108,1,1,4,2
1737,2d1814d,16/10/2019,03/07/2018,,8,10,430,0,1,1,3,2
2516,2d1903a,22/10/2019,06/09/2019,5000.0,89,5,6,451,1,1,8,3
2370,2d20388,30/09/2019,22/02/2019,20000.0,10,12,69,1,1,1,1,1
1746,2d2b31b,19/09/2019,23/08/2017,18000.0,2,2,13,50,1,1,1,1
821,2d2da28,28/10/2019,26/04/2019,,2,2,91,1789,2,5,6,2
3101,2d33730,23/09/2019,02/02/2018,,15,5,82,1053,1,2,1,1
426,2d342e4,21/10/2019,08/02/2019,10000.0,28,8,3,37,1,1,3,2
586,2d3491b,07/10/2019,12/03/2018,40000.0,54,14,3,1,1,1,3,2
1466,2d34afb,28/10/2019,23/08/2017,10000.0,1,3,40,2682,1,1,1,1
3550,2d3a1f9,02/10/2019,27/03/2017,,4,4,3,10,1,1,3,2
658,2d4335d,16/10/2019,10/08/2018,,55,5,12,1,1,1,1,1
411,2d46178,16/10/2019,14/12/2017,12000.0,38,26,1,1966,1,1,1,1
99,2d47c92,28/10/2019,10/04/2019,21000.0,2,2,1,24,1,1,1,1
1844,2d59948,23/10/2019,22/02/2019,15000.0,3,1,325,0,1,1,15,3
1345,2d5b9c6,28/10/2019,14/12/2018,10000.0,95,15,47,111,1,1,3,2
3540,2d63119,07/10/2019,29/10/2018,15000.0,4,4,429,0,1,1,6,2
1181,2d63c8d,20/09/2019,24/08/2017,,98,5,5,469,1,2,5,1
2025,2d678b8,26/09/2019,15/06/2018,20000.0,54,14,171,0,1,1,2,1
643,2d70bb7,25/09/2019,30/11/2017,40000.0,60,6,101,1829,1,1,1,1
2954,2d7356b,26/09/2019,22/10/2018,20000.0,41,5,27,421,1,2,1,1
2408,2d74c49,16/10/2019,28/02/2018,,1,3,760,0,1,2,5,1
2645,2d855de,28/10/2019,17/01/2019,15000.0,4,4,18,31,1,1,3,2
2174,2d85e56,28/10/2019,26/03/2019,12000.0,9,11,98,149,1,1,9,3
274,2d8c3fb,21/10/2019,12/09/2017,36000.0,1,3,1,29,1,1,1,1
3010,2d93c53,18/09/2019,01/12/2017,50000.0,3,1,1,116,1,1,1,1
679,2d9fa39,20/09/2019,27/08/2018,15000.0,8,10,357,0,1,1,1,1
2159,2da429f,24/10/2019,11/01/2018,40000.0,4,4,52,1,1,1,4,2
1034,2db1895,28/10/2019,08/06/2018,40000.0,2,2,43,479,1,1,2,1
2113,2db18ac,26/09/2019,09/11/2018,14000.0,6,1,6,802,1,1,8,3
2674,2dc38c5,25/10/2019,16/10/2018,15000.0,4,4,824,0,1,1,16,3
1279,2dc57a0,28/10/2019,13/03/2019,15000.0,15,5,17,1,1,1,2,1
1433,2dcd5f3,21/10/2019,28/02/2019,24000.0,10,12,66,1751,1,1,20,4
3034,2dd7b07,02/09/2019,28/11/2018,20000.0,36,22,35,1,1,1,4,2
2404,2dd8bab,04/09/2019,30/05/2018,20000.0,23,25,42,244,1,1,15,3
2139,2dda46e,16/10/2019,25/03/2019,30000.0,92,8,93,1,1,1,5,1
608,2ddbcef,28/10/2019,16/10/2018,9000.0,11,8,28,2313,1,1,1,1
2700,2ddcb0a,25/09/2019,06/12/2018,13000.0,1,3,1,568,1,1,1,1
218,2de190d,07/10/2019,27/04/2018,,2,2,8,680,2,5,10,4
3004,2df19f4,07/10/2019,15/01/2019,6400.0,6,1,516,0,1,1,1,1
1489,2df60d8,16/10/2019,23/11/2018,10000.0,1,3,406,0,1,1,4,2
2046,2e06915,15/10/2019,17/05/2017,15000.0,32,5,1,3068,1,1,1,1
1811,2e10db1,20/09/2019,24/08/2017,,32,5,291,2334,1,1,1,1
1511,2e12479,07/10/2019,01/02/2019,25000.0,44,19,35,325,1,1,4,2
279,2e302b2,16/10/2019,08/03/2019,50000.0,63,22,42,244,1,1,15,3
2980,2e38907,10/10/2019,24/11/2017,29400.0,2,2,218,362,1,1,1,1
1309,2e4688d,07/10/2019,31/01/2019,10000.0,4,4,364,0,1,1,1,1
3180,2e5ca51,16/10/2019,28/06/2017,,4,4,7,715,1,1,9,3
685,2e5ed73,29/10/2019,18/01/2019,2500.0,6,1,591,0,1,1,4,2
726,2e5efce,28/10/2019,14/03/2018,6000.0,6,1,1,485,1,1,1,1
2277,2e60b77,28/10/2019,05/02/2019,18000.0,3,1,263,2027,1,1,1,1
3786,2e66fda,25/09/2019,03/09/2018,10000.0,38,26,5,338,1,3,5,1
1723,2e67f7c,07/10/2019,20/08/2017,,173,22,9,141,1,1,6,2
3097,2e69662,30/10/2019,30/08/2018,25000.0,20,23,41,1291,1,1,17,5
2736,2e7824b,31/10/2019,25/02/2019,,43,1,13,1,1,1,1,1
503,2e7d153,28/10/2019,20/03/2019,15000.0,17,20,7,2563,1,1,9,3
500,2e903d5,02/09/2019,26/11/2018,25000.0,1,3,10,87,1,1,11,3
1326,2e9b87d,12/09/2019,05/12/2018,,5,9,205,676,1,1,10,4
897,2e9c9d6,26/09/2019,07/08/2018,,16,14,236,0,1,1,2,1
2443,2ec721f,30/09/2019,28/02/2018,,54,14,11,466,1,1,4,2
3675,2ecfa28,28/10/2019,30/04/2018,9600.0,5,9,1,1423,1,1,1,1
1640,2ed4859,24/10/2019,29/03/2019,20000.0,3,1,213,1,1,1,4,2
931,2edb521,23/10/2019,02/07/2018,17000.0,68,6,79,312,1,1,6,2
2292,2ee64db,23/09/2019,24/11/2018,40000.0,5,9,6,1107,1,1,8,3
2466,2ee8391,02/09/2019,26/10/2018,35000.0,32,5,262,1195,1,1,1,1
1197,2ef3949,21/10/2019,14/03/2017,9000.0,4,4,3,84,1,1,3,2
3849,2ef4d14,11/10/2019,20/06/2018,15000.0,2,2,110,2876,1,1,1,1
1293,2ef7700,16/10/2019,19/04/2018,20000.0,60,6,209,1590,1,1,1,1
857,2ef8545,15/10/2019,31/01/2019,35000.0,13,13,63,1,1,1,2,1
604,2f08921,28/10/2019,23/11/2018,30000.0,4,4,252,0,1,1,4,2
3938,2f0fb0a,11/10/2019,06/10/2017,50000.0,1,3,45,2408,1,1,1,1
3191,2f1080d,28/10/2019,12/03/2018,10000.0,23,25,455,0,1,1,1,1
2012,2f116f3,25/10/2019,08/08/2018,,2,2,244,1797,1,1,1,1
2836,2f1d707,28/10/2019,29/03/2018,12000.0,3,1,1,153,1,1,1,1
3840,2f21f68,26/09/2019,28/08/2018,50000.0,4,4,136,11,1,1,10,4
1195,2f2e545,07/10/2019,08/02/2019,50000.0,40,7,1,175,1,1,1,1
3842,2f2ff24,16/10/2019,17/10/2018,18000.0,12,1,16,1051,1,1,4,2
1674,2f365fd,02/10/2019,09/11/2018,25000.0,34,15,327,0,1,1,4,2
3691,2f43026,31/10/2019,30/04/2019,30000.0,6,1,1,2317,1,1,1,1
4084,2f45979,08/10/2019,02/10/2018,50000.0,19,17,66,3245,1,1,20,4
261,2f579ee,10/09/2019,25/04/2018,60000.0,24,16,17,23,1,1,2,1
2017,2f64ea4,16/10/2019,11/10/2018,5000.0,11,8,20,1,1,1,14,3
3076,2f76dea,16/10/2019,09/02/2018,100000.0,39,17,4,261,1,1,7,4
3470,2f77cd6,02/10/2019,15/05/2018,200000.0,51,17,110,1,1,1,1,1
1642,2f82089,28/10/2019,16/03/2019,15000.0,7,7,277,0,1,1,1,1
1630,2f84427,21/10/2019,10/07/2018,15000.0,2,2,1,838,1,1,1,1
3707,2f92047,07/10/2019,20/10/2017,15000.0,4,4,195,0,1,1,4,2
2105,2f92dae,25/09/2019,03/05/2018,16000.0,11,8,189,1762,1,1,2,1
235,2f9571b,16/10/2019,06/12/2018,30000.0,8,10,394,0,1,1,4,2
3307,2f9b78c,10/09/2019,16/03/2018,100000.0,6,1,2,14,1,1,2,1
3751,2fa7281,31/10/2019,09/01/2019,120000.0,42,1,95,2658,1,1,1,1
452,2fa88b5,30/09/2019,20/05/2016,70000.0,47,6,10,840,1,1,11,3
1483,2fabbca,18/09/2019,10/11/2018,15000.0,3,1,307,1,1,1,4,2
1043,2fb5696,07/10/2019,30/11/2017,,7,7,136,2412,2,5,10,4
3708,2fbaaa0,02/09/2019,28/11/2018,7000.0,79,14,1,3070,1,1,1,1
704,2fcaef7,25/09/2019,08/05/2018,60000.0,4,4,26,1086,1,1,5,1
3930,2fd88b8,01/10/2019,30/11/2018,20000.0,2,2,218,2350,1,1,1,1
2402,2fdd939,23/09/2019,02/07/2018,10000.0,2,2,1,147,1,1,1,1
1929,2fdf923,25/09/2019,03/10/2017,30000.0,39,17,221,1,1,1,1,1
2598,2fe447b,02/09/2019,11/10/2018,90000.0,12,1,67,83,1,1,2,1
698,3019f44,26/09/2019,14/01/2019,20000.0,5,9,1,3040,1,1,1,1
2258,30237de,07/10/2019,14/12/2018,25000.0,15,5,1,3,1,1,1,1
2164,3024fcf,30/10/2019,01/08/2018,10000.0,1,3,160,1,1,1,1,1
2527,30342a8,20/09/2019,25/07/2018,30000.0,93,6,150,1,1,1,1,1
940,303791a,17/10/2019,28/03/2019,3000.0,59,6,151,1,1,1,24,5
1472,303aaa7,07/10/2019,22/01/2019,20000.0,9,11,23,59,1,1,13,3
2653,303f420,25/09/2019,14/03/2017,,85,15,61,2068,1,1,1,1
2904,30469cc,05/09/2019,21/11/2018,5000.0,87,6,15,2159,1,1,4,2
638,30508d8,02/09/2019,09/11/2018,8000.0,3,1,73,457,1,1,2,1
1385,30695ff,16/10/2019,29/03/2019,10000.0,16,14,25,1437,1,1,1,1
169,306980b,01/10/2019,18/12/2018,10000.0,74,10,75,1,1,1,1,1
4036,306d831,21/10/2019,06/11/2018,20000.0,4,4,14,1,1,1,3,2
1122,3077bef,07/10/2019,21/01/2019,6000.0,6,1,21,1067,1,1,5,1
3658,307c4a4,31/10/2019,17/04/2019,21100.0,5,9,532,0,1,1,3,2
2865,3094314,23/10/2019,25/05/2018,14000.0,1,3,204,0,1,1,4,2
2127,309bb32,07/10/2019,12/02/2016,,20,23,762,0,1,1,3,2
3320,309df64,28/10/2019,16/11/2018,25000.0,31,4,2,73,1,1,2,1
1306,30adea6,31/10/2019,18/03/2019,10000.0,2,2,66,1844,1,1,20,4
1420,30b5932,02/10/2019,01/02/2019,80000.0,3,1,7,2461,1,1,9,3
1710,30b8148,23/09/2019,30/01/2018,70000.0,2,2,67,1,1,1,2,1
1330,30d00dd,23/10/2019,23/10/2017,22000.0,3,1,3,77,1,1,3,2
1052,30d136d,28/10/2019,03/04/2019,3000.0,9,11,3,671,1,1,3,2
4147,30de1cd,28/10/2019,18/06/2018,,66,6,62,1,1,1,1,1
3049,30ec0a2,26/09/2019,09/09/2017,,7,7,1,3,1,1,1,1
1476,30f282f,08/10/2019,29/10/2017,30000.0,18,21,21,339,1,1,5,1
3269,30f9e28,07/10/2019,30/06/2017,,5,9,39,1,1,1,4,2
1867,310d1db,30/10/2019,30/08/2017,,2,2,30,187,1,1,2,1
1729,3111278,31/10/2019,10/11/2017,8400.0,38,26,138,1,1,1,18,3
280,31121d6,16/10/2019,08/02/2019,,5,9,416,1714,1,4,1,1
2074,3119f6c,07/10/2019,20/02/2019,,14,2,42,480,1,1,15,3
1683,311b142,24/10/2019,15/03/2019,12000.0,5,9,1,585,1,1,1,1
1508,311d6cc,07/10/2019,03/01/2019,,24,16,44,2945,1,1,18,3
3126,311e928,21/10/2019,25/02/2019,35000.0,3,1,2,124,1,1,2,1
877,314c29c,24/10/2019,15/02/2018,20000.0,7,7,34,419,1,1,2,1
3252,314f841,31/10/2019,09/11/2018,5000.0,1,3,3,58,1,1,3,2
2150,31518a2,28/10/2019,07/12/2018,,8,10,2,71,1,1,2,1
3929,315ce69,26/09/2019,15/08/2018,,1,3,47,2926,1,1,3,2
1078,315d3b1,20/09/2019,05/06/2018,21000.0,4,4,713,0,1,1,2,1
3195,316354d,17/10/2019,29/03/2019,4000.0,4,4,529,0,1,1,12,1
2782,316dec2,12/09/2019,24/05/2018,25000.0,2,2,29,953,1,1,5,1
3994,3171c09,08/10/2019,01/06/2017,,1,3,35,248,1,1,4,2
3614,3191f1b,31/10/2019,08/02/2018,10000.0,19,17,331,0,1,1,4,2
95,3199bfd,13/09/2019,18/10/2017,92500.0,4,4,477,0,1,3,3,2
1747,3199c25,08/10/2019,11/07/2018,100000.0,11,8,124,1773,1,1,9,3
563,31bd07e,07/10/2019,22/12/2018,15000.0,57,12,162,806,1,4,3,2
2138,31cf166,03/09/2019,30/08/2018,21000.0,2,2,147,0,1,1,2,1
137,31d094f,04/09/2019,09/11/2018,5000.0,6,1,30,628,1,1,2,1
1517,31d402f,25/09/2019,19/11/2018,21000.0,7,7,34,3084,1,1,2,1
3770,31d5611,16/10/2019,10/08/2018,,129,13,1,24,1,1,1,1
1374,31db1b3,28/10/2019,01/02/2018,5000.0,6,1,207,1814,1,1,3,2
2625,31ec551,16/10/2019,02/05/2018,50000.0,22,15,96,1,1,1,1,1
117,3203482,11/10/2019,23/03/2018,30000.0,48,4,21,1,1,1,5,1
3289,321048c,28/10/2019,24/08/2018,70000.0,4,4,18,69,1,1,3,2
711,3218359,07/10/2019,06/01/2018,,10,12,202,20,1,2,1,1
160,322b6af,09/10/2019,08/07/2016,,174,6,21,82,1,1,5,1
2288,322c797,30/10/2019,09/11/2018,30000.0,17,20,25,155,1,1,1,1
